config	instance	seed	result	time_s	conflicts	propagations	decisions
chrono	663bb5659e42c2c75f74354f48895302-SCPC-500-13	3	UNSATISFIABLE	148.6	363811	24733180	648444
chrono	663bb5659e42c2c75f74354f48895302-SCPC-500-13	4	UNSATISFIABLE	42.1	299848	20385092	538038
chrono	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	0	SATISFIABLE	61.7	105228	223432492	1519539
chrono	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	1	SATISFIABLE	130.0	338253	576498413	4165054
chrono	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	2	SATISFIABLE	118.1	109713	224671182	1435402
chrono	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	3	SATISFIABLE	43.0	27387	59401056	448649
chrono	6832fe907740af686fde98518067ea3f-velev-pipe-sat-1.0-b7	4	SATISFIABLE	94.6	273710	566212558	4502501
chrono	fab2022deb130fe3ad1136a5c71b4109-case9	0	SATISFIABLE	77.9	1237781	121778999	1688840
chrono	fab2022deb130fe3ad1136a5c71b4109-case9	1	TIMEOUT	300.0	NA	NA	NA
chrono	fab2022deb130fe3ad1136a5c71b4109-case9	2	TIMEOUT	300.0	NA	NA	NA
chrono	fab2022deb130fe3ad1136a5c71b4109-case9	3	TIMEOUT	300.0	NA	NA	NA
chrono	fab2022deb130fe3ad1136a5c71b4109-case9	4	TIMEOUT	300.0	NA	NA	NA
chrono	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	0	SATISFIABLE	180.4	310424	206531274	2469777
chrono	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	1	SATISFIABLE	110.6	42589	72800067	767556
chrono	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	2	SATISFIABLE	118.5	222593	96827021	1269051
chrono	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	3	SATISFIABLE	114.6	50470	102765630	996157
chrono	3746303c659ef65aaa78f3b52cd5de49-6s299b685_Iter30	4	SATISFIABLE	138.2	36297	65239875	820891
chrono	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	0	UNSATISFIABLE	148.5	2182837	613189717	2756601
chrono	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	1	UNSATISFIABLE	146.5	2265986	620911006	2870750
chrono	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	2	UNSATISFIABLE	144.2	2206914	607367495	2796977
chrono	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	3	UNSATISFIABLE	139.9	2087133	584241297	2639393
chrono	f0bafebdcce23ccfbaf6c27a7522069b-div-mitern172	4	UNSATISFIABLE	200.0	2253252	629595906	2840544
chrono	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	0	SATISFIABLE	194.3	362573	308789793	2703684
chrono	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	1	SATISFIABLE	110.4	162169	142391703	1432085
chrono	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	2	SATISFIABLE	168.3	322843	268238280	2384070
chrono	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	3	SATISFIABLE	117.5	65522	57785804	656089
chrono	5e933a625099cc1ec6a8299a7848a2ae-Kakuro-easy-112-ext.xml.hg_7	4	SATISFIABLE	99.8	147420	126786966	1362935
chrono	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	0	UNSATISFIABLE	251.4	3192070	935583824	4001995
chrono	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	1	UNSATISFIABLE	229.0	2905673	842845525	3658954
chrono	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	2	UNSATISFIABLE	211.0	2799047	821053629	3516712
chrono	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	3	UNSATISFIABLE	206.8	2724188	799336125	3405675
chrono	31e843c53a76ff3961935ad55b953298-sqrt-mitern171	4	UNSATISFIABLE	262.6	3196446	934308204	4005672
chrono	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	0	TIMEOUT	300.1	NA	NA	NA
chrono	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	1	TIMEOUT	300.1	NA	NA	NA
chrono	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	2	TIMEOUT	300.1	NA	NA	NA
chrono	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	3	TIMEOUT	300.1	NA	NA	NA
chrono	0aa22564d00e9716519918d84b25c4a7-sudoku-N30-12	4	TIMEOUT	300.1	NA	NA	NA
chrono	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	0	TIMEOUT	300.2	NA	NA	NA
chrono	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	1	TIMEOUT	300.2	NA	NA	NA
chrono	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	2	TIMEOUT	300.2	NA	NA	NA
chrono	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	3	TIMEOUT	300.2	NA	NA	NA
chrono	46355da785714f239393e7630020cae3-REGRandom-K4-L1-Seed40.sanitized	4	TIMEOUT	300.2	NA	NA	NA
